Rank,Streamer,start_month,avg_avg_viewers
15,sodapoppin,15-Jul,16541.75
16,tfue,21-Mar,11014.61111
16,tfue,21-Feb,11796.3913
16,tfue,21-Jan,13214.61538
16,tfue,20-Dec,15620.81818
16,tfue,20-Nov,15992.77778
16,tfue,20-Oct,14510.37037
16,tfue,20-Sep,12789.14815
16,tfue,20-Aug,18702.85185
16,tfue,20-Jul,21740.92
16,tfue,20-Jun,25804.81481
16,tfue,20-May,34390.73333
16,tfue,20-Apr,42675.75862
16,tfue,20-Mar,24151.2
16,tfue,20-Feb,21563.3
16,tfue,20-Jan,20073.25926
16,tfue,19-Dec,25776.56
16,tfue,19-Nov,30095.22727
16,tfue,19-Oct,34341.36
16,tfue,19-Sep,35963.33333
16,tfue,19-Aug,48782.86667
16,tfue,19-Jul,45682.5
16,tfue,19-Jun,51313.16
16,tfue,19-May,58288.40909
16,tfue,19-Apr,51480
16,tfue,19-Mar,49752.2069
16,tfue,19-Feb,40489.86957
16,tfue,19-Jan,46784.40625
16,tfue,18-Dec,41091.24
16,tfue,18-Nov,45721.72414
16,tfue,18-Oct,43024.88889
16,tfue,18-Sep,35796.1
16,tfue,18-Aug,38788.68182
16,tfue,18-Jul,40269.90625
16,tfue,18-Jun,21803.19231
16,tfue,18-May,9456.576923
16,tfue,18-Apr,2067.75
16,tfue,18-Mar,323.5428571
16,tfue,18-Feb,163.5
16,tfue,18-Jan,182.2272727
16,tfue,17-Dec,302.95
16,tfue,17-Nov,159.4
16,tfue,17-Oct,176.4242424
16,tfue,17-Sep,110.3913043
16,tfue,17-Aug,147.9393939
16,tfue,17-Jul,379
16,tfue,17-Jun,532.5925926
16,tfue,17-May,456.8846154
16,tfue,17-Apr,399.75
16,tfue,17-Mar,372.5416667
16,tfue,17-Feb,274.0882353
16,tfue,17-Jan,71
16,tfue,16-Dec,51.54166667
16,tfue,16-Nov,162.3076923
16,tfue,16-Oct,293.3125
16,tfue,16-Sep,453.5
16,tfue,16-Aug,178.6666667
16,tfue,16-Jul,81
16,tfue,16-Jun,59.58333333
16,tfue,16-May,39.27272727
16,tfue,16-Apr,52.66666667
16,tfue,16-Mar,51
16,tfue,16-Feb,214.2857143
16,tfue,16-Jan,389
16,tfue,15-Dec,290.85
16,tfue,15-Nov,298.3333333
16,tfue,15-Oct,370.4782609
16,tfue,15-Sep,397.9411765
16,tfue,15-Aug,455.4285714
16,tfue,15-Jul,337.5
17,lirik,21-Mar,19495.625
17,lirik,21-Feb,24820.13636
17,lirik,21-Jan,18791.7037
17,lirik,20-Dec,18277.83333
17,lirik,20-Nov,20144.03846
17,lirik,20-Oct,22946.79167
17,lirik,20-Sep,23036.14815
17,lirik,20-Aug,25214.21429
17,lirik,20-Jul,24157.24
17,lirik,20-Jun,23631.86207
17,lirik,20-May,25034.88889
17,lirik,20-Apr,25934.22222
17,lirik,20-Mar,22691.03571
17,lirik,20-Feb,16591.76
17,lirik,20-Jan,17739.03571
17,lirik,19-Dec,19689.09091
17,lirik,19-Nov,29563.72
17,lirik,19-Oct,17502.72
17,lirik,19-Sep,15000.68421
17,lirik,19-Aug,17445.16
17,lirik,19-Jul,14157.04167
17,lirik,19-Jun,18595.42308
17,lirik,19-May,17230.3913
17,lirik,19-Apr,25595.25
17,lirik,19-Mar,30213.88
17,lirik,19-Feb,17771.51724
17,lirik,19-Jan,21754.08333
17,lirik,18-Dec,23120.18519
17,lirik,18-Nov,19558.36
17,lirik,18-Oct,22274.88
17,lirik,18-Sep,20176.08
17,lirik,18-Aug,19260.63636
17,lirik,18-Jul,20686.11538
17,lirik,18-Jun,25845.78261
17,lirik,18-May,24291.48
17,lirik,18-Apr,28278.73913
17,lirik,18-Mar,25182.92
17,lirik,18-Feb,27061.79167
17,lirik,18-Jan,26697.71429
17,lirik,17-Dec,23867.93548
17,lirik,17-Nov,23028.80645
17,lirik,17-Oct,22325.27273
17,lirik,17-Sep,21990.125
17,lirik,17-Aug,22224.90625
17,lirik,17-Jul,23535.9375
17,lirik,17-Jun,23168.22581
17,lirik,17-May,34683
17,lirik,17-Apr,35758.86957
17,lirik,17-Mar,29949.11538
17,lirik,17-Feb,30190.54167
17,lirik,17-Jan,28409.73077
17,lirik,16-Dec,23315.78261
17,lirik,16-Nov,22172.625
17,lirik,16-Oct,22809.52632
17,lirik,16-Sep,17470.02222
17,lirik,16-Aug,25187.28571
17,lirik,16-Jul,24555.7037
17,lirik,16-Jun,23928.8
17,lirik,16-May,26798.03846
17,lirik,16-Apr,22367.75
17,lirik,16-Mar,25086.62069
17,lirik,16-Feb,25934.875
17,lirik,16-Jan,25067.30769
17,lirik,15-Dec,24111.66667
17,lirik,15-Nov,24362.32
17,lirik,15-Oct,27010.75
17,lirik,15-Sep,28203.52174
17,lirik,15-Aug,33326.81481
17,lirik,15-Jul,28388.83333
18,trymacs,21-Mar,43822.2
18,trymacs,21-Feb,64999.58333
18,trymacs,21-Jan,49072.07143
18,trymacs,20-Dec,20050.25
18,trymacs,20-Nov,19865.56522
18,trymacs,20-Oct,22028.41379
18,trymacs,20-Sep,12478.2963
18,trymacs,20-Aug,10737.80769
18,trymacs,20-Jul,10426.58065
18,trymacs,20-Jun,14172.44
18,trymacs,20-May,14338.40741
18,trymacs,20-Apr,12277.59259
18,trymacs,20-Mar,8829.064516
18,trymacs,20-Feb,9123.894737
18,trymacs,20-Jan,13013.61538
18,trymacs,19-Dec,8590.185185
18,trymacs,19-Nov,12079.28
18,trymacs,19-Oct,6792.95
18,trymacs,19-Sep,7468.142857
18,trymacs,19-Aug,9040.625
18,trymacs,19-Jul,9167.483871
18,trymacs,19-Jun,10763.68966
18,trymacs,19-May,17918.55
18,trymacs,19-Apr,14976.93333
18,trymacs,19-Mar,10052.84
18,trymacs,19-Feb,15316.65
18,trymacs,19-Jan,12019.28125
18,trymacs,18-Dec,10043.09091
18,trymacs,18-Nov,15118.45833
18,trymacs,18-Oct,10672
18,trymacs,18-Sep,9346.173913
18,trymacs,18-Aug,9464.4
18,trymacs,18-Jul,9539.071429
18,trymacs,18-Jun,6568.65
18,trymacs,18-May,7256.461538
18,trymacs,18-Apr,6781.230769
18,trymacs,18-Mar,5115.055556
18,trymacs,18-Feb,6398.944444
18,trymacs,18-Jan,7534.827586
18,trymacs,17-Dec,7903.888889
18,trymacs,17-Nov,5819.5
18,trymacs,17-Oct,6582.8
18,trymacs,17-Sep,6996.291667
18,trymacs,17-Aug,6409.769231
18,trymacs,17-Jul,7066.458333
18,trymacs,17-Jun,8169.75
18,trymacs,17-May,12458.84
18,trymacs,17-Apr,10299.96429
18,trymacs,17-Mar,9431.5
18,trymacs,17-Feb,8541.105263
18,trymacs,17-Jan,8397.916667
18,trymacs,16-Dec,6193.607143
18,trymacs,16-Nov,4592
18,trymacs,16-Oct,3047.481481
18,trymacs,16-Sep,2659
18,trymacs,16-Aug,1657.714286
18,trymacs,16-Jul,1417.133333
18,trymacs,16-Jun,850.6774194
18,trymacs,16-May,509.9047619
18,trymacs,16-Apr,263.0967742
18,trymacs,16-Mar,92.57142857
19,shroud,21-Mar,48316.23077
19,shroud,21-Feb,31238.78947
19,shroud,21-Jan,49652.3
19,shroud,20-Dec,29776.04167
19,shroud,20-Nov,21957.70833
19,shroud,20-Oct,22913.54545
19,shroud,20-Sep,20866.54545
19,shroud,20-Aug,53915.05556
19,shroud,19-Oct,23464.15789
19,shroud,19-Sep,22253.67857
19,shroud,19-Aug,29585.32
19,shroud,19-Jul,32427.5
19,shroud,19-Jun,22753.33333
19,shroud,19-May,19662.51613
19,shroud,19-Apr,24260.92308
19,shroud,19-Mar,43558.16667
19,shroud,19-Feb,63264.46154
19,shroud,19-Jan,22572.19231
19,shroud,18-Dec,26904.86667
19,shroud,18-Nov,26791.87097
19,shroud,18-Oct,37863.44828
19,shroud,18-Sep,31654.54839
19,shroud,18-Aug,27368.24138
19,shroud,18-Jul,32670.48148
19,shroud,18-Jun,36730.3871
19,shroud,18-May,38291.4
19,shroud,18-Apr,39559.89286
19,shroud,18-Mar,37309.65517
19,shroud,18-Feb,31481.07692
19,shroud,18-Jan,27992.09677
19,shroud,17-Dec,30553.57692
19,shroud,17-Nov,25513.44828
19,shroud,17-Oct,28608.23333
19,shroud,17-Sep,28457.48148
19,shroud,17-Aug,20599
19,shroud,17-Jul,6620.7
19,shroud,17-Jun,4755.625
19,shroud,17-May,5664.78125
19,shroud,17-Apr,5655.642857
19,shroud,17-Mar,6338.785714
19,shroud,17-Feb,8233.6
19,shroud,17-Jan,9138.666667
19,shroud,16-Dec,8169.428571
19,shroud,16-Nov,7551.454545
19,shroud,16-Oct,6037.666667
19,shroud,16-Sep,7686.666667
19,shroud,16-Aug,7950.714286
19,shroud,16-Jul,7647.285714
19,shroud,16-Jun,8976.75
19,shroud,16-May,10157.6
19,shroud,16-Apr,9550.538462
19,shroud,16-Mar,9596.823529
19,shroud,16-Feb,9658.833333
19,shroud,16-Jan,11099.77778
19,shroud,15-Dec,10508.875
19,shroud,15-Nov,6374.538462
19,shroud,15-Oct,9220.571429
19,shroud,15-Sep,10202.5
19,shroud,15-Aug,9528.714286
20,anomaly,21-Mar,2031.375
20,anomaly,21-Feb,2600.357143
20,anomaly,21-Jan,2174.823529
20,anomaly,20-Dec,2021.9375
20,anomaly,20-Nov,1617.153846
20,anomaly,20-Oct,1463.090909
20,anomaly,20-Sep,1494.454545
20,anomaly,20-Aug,2034.4
20,anomaly,20-Jul,1724.714286
20,anomaly,20-Jun,1416.7
20,anomaly,20-May,22751.2
20,anomaly,20-Apr,29915.92308
20,anomaly,20-Mar,1562.190476
20,anomaly,20-Feb,1923.055556
20,anomaly,20-Jan,2098.117647
20,anomaly,19-Dec,1916.235294
20,anomaly,19-Nov,1766
20,anomaly,19-Oct,1673.5
20,anomaly,19-Sep,1452.6
20,anomaly,19-Aug,2025.272727
20,anomaly,19-Jul,1748.307692
20,anomaly,19-Jun,1632.714286
20,anomaly,19-May,1989.909091
20,anomaly,19-Apr,1765.107143
20,anomaly,19-Mar,2172.176471
20,anomaly,19-Feb,1371.7
20,anomaly,19-Jan,1503.4
20,anomaly,18-Dec,1376.571429
20,anomaly,18-Nov,1444.75
20,anomaly,18-Oct,1557.166667
20,anomaly,18-Sep,1369
20,anomaly,18-Aug,1892.3125
20,anomaly,18-Jul,1977.166667
20,anomaly,18-Jun,1489.538462
20,anomaly,18-May,1238
20,anomaly,18-Apr,1210.818182
20,anomaly,18-Mar,1300.421053
20,anomaly,18-Feb,1653.066667
20,anomaly,18-Jan,1541.307692
20,anomaly,17-Dec,1646.5
20,anomaly,17-Nov,2077.333333
20,anomaly,17-Oct,2006.235294
20,anomaly,17-Sep,2129.055556
20,anomaly,17-Aug,1988.866667
20,anomaly,17-Jul,1976.714286
20,anomaly,17-Jun,2016
20,anomaly,17-May,3572
20,anomaly,17-Apr,2424.052632
20,anomaly,17-Mar,2305.777778
20,anomaly,17-Feb,2562.071429
20,anomaly,17-Jan,2564.642857
20,anomaly,16-Dec,3005.428571
20,anomaly,16-Nov,2269.1
20,anomaly,16-Oct,2740.470588
20,anomaly,16-Sep,2161.3125
20,anomaly,16-Aug,2853.166667
20,anomaly,16-Jul,2635
20,anomaly,16-Jun,3134
20,anomaly,16-May,2359
20,anomaly,16-Apr,4258.928571
20,anomaly,16-Mar,2449.125
20,anomaly,16-Feb,3079.846154
20,anomaly,16-Jan,2879.714286
20,anomaly,15-Dec,3333.117647
20,anomaly,15-Nov,4004.1875
20,anomaly,15-Oct,3283.833333
20,anomaly,15-Sep,3311.133333
20,anomaly,15-Aug,2649.625
20,anomaly,15-Jul,6095.4
21,lck_korea,21-Mar,31247.53333
21,lck_korea,21-Feb,39465.95238
21,lck_korea,21-Jan,68669.375
21,lck_korea,20-Dec,14137.16667
21,lck_korea,20-Oct,122731.6
21,lck_korea,20-Sep,48900.8
21,lck_korea,20-Aug,36389.58824
21,lck_korea,20-Jul,33856.85714
21,lck_korea,20-Jun,38995.5
21,lck_korea,20-May,44109
21,lck_korea,20-Apr,45182.31579
21,lck_korea,20-Mar,33011.18182
21,lck_korea,20-Feb,35876.47368
21,lck_korea,19-Dec,16670
21,lck_korea,19-Nov,82677
21,lck_korea,19-Oct,49422.0625
21,lck_korea,19-Sep,31475.42857
21,lck_korea,19-Aug,43864.5625
21,lck_korea,19-Jul,32559.70588
21,lck_korea,19-Jun,27710.7
21,lck_korea,19-May,32418.38462
21,lck_korea,19-Apr,31525.25
21,lck_korea,19-Mar,25279.21053
21,lck_korea,19-Feb,24195.28571
21,lck_korea,19-Jan,26341.83333
21,lck_korea,18-Dec,15032.33333
21,lck_korea,18-Nov,38197
21,lck_korea,18-Oct,32042.44444
21,lck_korea,18-Sep,19414.8
21,lck_korea,18-Aug,22550.7
21,lck_korea,18-Jul,22378.4
21,lck_korea,18-Jun,20653
21,lck_korea,18-May,21041
21,lck_korea,18-Apr,24489.5
21,lck_korea,18-Mar,19697.42105
21,lck_korea,18-Feb,17459.64706
21,lck_korea,18-Jan,15034.14286
22,juansguarnizo,21-Mar,24264.22222
22,juansguarnizo,21-Feb,23345.08
22,juansguarnizo,21-Jan,36380.68966
22,juansguarnizo,20-Dec,26779.57143
22,juansguarnizo,20-Nov,22766.16667
22,juansguarnizo,20-Oct,22038.38462
22,juansguarnizo,20-Sep,20504.96552
22,juansguarnizo,20-Aug,16787.34615
22,juansguarnizo,20-Jul,12539.67742
22,juansguarnizo,20-Jun,11821.25926
22,juansguarnizo,20-May,9872.935484
22,juansguarnizo,20-Apr,7429.071429
22,juansguarnizo,20-Mar,4082.692308
22,juansguarnizo,20-Feb,3384.318182
22,juansguarnizo,20-Jan,2577.75
22,juansguarnizo,19-Dec,1663.25
22,juansguarnizo,19-Nov,1357.26087
22,juansguarnizo,19-Oct,2968.294118
22,juansguarnizo,19-Sep,1372.041667
22,juansguarnizo,19-Aug,1832.416667
22,juansguarnizo,19-Jul,1924.181818
22,juansguarnizo,19-Jun,1415.142857
22,juansguarnizo,19-May,1673.608696
22,juansguarnizo,19-Apr,1991.173913
22,juansguarnizo,19-Mar,1725.28
22,juansguarnizo,19-Feb,1404.545455
22,juansguarnizo,19-Jan,1525.173913
22,juansguarnizo,18-Dec,843.6666667
22,juansguarnizo,18-Nov,787.2941176
22,juansguarnizo,18-Oct,728.9047619
22,juansguarnizo,18-Sep,686.6190476
22,juansguarnizo,18-Aug,705.6666667
22,juansguarnizo,18-Jul,547.7777778
22,juansguarnizo,18-Jun,496.05
22,juansguarnizo,18-May,364.5151515
22,juansguarnizo,18-Apr,220.1666667
22,juansguarnizo,18-Mar,148.4848485
22,juansguarnizo,18-Feb,126.8888889
22,juansguarnizo,18-Jan,82.11764706
22,juansguarnizo,17-Dec,56.32
22,juansguarnizo,17-Nov,56.9375
22,juansguarnizo,17-Oct,41.56666667
22,juansguarnizo,17-Sep,32.03448276
22,juansguarnizo,17-Aug,32.06666667
22,juansguarnizo,17-Jul,47.23076923
22,juansguarnizo,17-Jun,28.20833333
22,juansguarnizo,17-May,26.73684211
22,juansguarnizo,17-Apr,35.1875
22,juansguarnizo,17-Mar,33.08333333
22,juansguarnizo,17-Feb,34.16
22,juansguarnizo,17-Jan,43.44444444
22,juansguarnizo,16-Dec,36.70588235
22,juansguarnizo,16-Nov,49.625
23,alanzoka,21-Mar,18048.16667
23,alanzoka,21-Feb,20131.81818
23,alanzoka,21-Jan,21311.8
23,alanzoka,20-Dec,31063
23,alanzoka,20-Nov,28458.2381
23,alanzoka,20-Oct,29145.95
23,alanzoka,20-Sep,31757.28571
23,alanzoka,20-Aug,26199
23,alanzoka,20-Jul,23195.95652
23,alanzoka,20-Jun,27647.92593
23,alanzoka,20-May,24278.80952
23,alanzoka,20-Apr,20207.36
23,alanzoka,20-Mar,16032.76667
23,alanzoka,20-Feb,14757.26667
23,alanzoka,20-Jan,16395.76471
23,alanzoka,19-Dec,18140.21053
23,alanzoka,19-Nov,16612.05
23,alanzoka,19-Oct,16450.86957
23,alanzoka,19-Sep,16016.70588
23,alanzoka,19-Aug,17646.78947
23,alanzoka,19-Jul,14785.55556
23,alanzoka,19-Jun,15312.92857
23,alanzoka,19-May,17724.2381
23,alanzoka,19-Apr,29333.36842
23,alanzoka,19-Mar,22479.66667
23,alanzoka,19-Feb,16725.71429
23,alanzoka,19-Jan,19179.05556
23,alanzoka,18-Dec,17326.52941
23,alanzoka,18-Nov,13469.5
23,alanzoka,18-Oct,14519.90909
23,alanzoka,18-Sep,16824.78947
23,alanzoka,18-Aug,17323.15
23,alanzoka,18-Jul,23065.375
23,alanzoka,18-Jun,17893.0625
23,alanzoka,18-May,15173.66667
23,alanzoka,18-Apr,15914.58824
23,alanzoka,18-Mar,12301.15
23,alanzoka,18-Feb,12152.73684
23,alanzoka,18-Jan,11870.22727
23,alanzoka,17-Dec,7990.764706
23,alanzoka,17-Nov,5105.055556
23,alanzoka,17-Oct,5275.947368
23,alanzoka,17-Sep,5727.65
23,alanzoka,17-Aug,5374.375
23,alanzoka,17-Jul,6969.631579
23,alanzoka,17-Jun,4912.071429
23,alanzoka,17-May,4236
23,alanzoka,17-Apr,2966.6
23,alanzoka,17-Mar,2413.882353
23,alanzoka,17-Feb,3660
23,alanzoka,17-Jan,4192.666667
23,alanzoka,16-Dec,1988.4
23,alanzoka,16-May,416
23,alanzoka,16-Mar,656
23,alanzoka,15-Dec,0
23,alanzoka,15-Nov,557
23,alanzoka,15-Oct,606
23,alanzoka,15-Sep,484
23,alanzoka,15-Aug,528.3333333
23,alanzoka,15-Jul,639.5
24,roshtein,21-Mar,13861.26667
24,roshtein,21-Feb,16021.37931
24,roshtein,21-Jan,17919.22581
24,roshtein,20-Dec,12530.55882
24,roshtein,20-Nov,13127.46429
24,roshtein,20-Oct,12426.2963
24,roshtein,20-Sep,13220.85714
24,roshtein,20-Aug,12988.34615
24,roshtein,20-Jul,14306.95455
24,roshtein,20-Jun,12336.43478
24,roshtein,20-May,12318.32
24,roshtein,20-Apr,10808.62069
24,roshtein,20-Mar,11984.56522
24,roshtein,20-Feb,10217.40909
24,roshtein,20-Jan,11703.625
24,roshtein,19-Dec,10316.47619
24,roshtein,19-Nov,9378.26087
24,roshtein,19-Oct,9995.625
24,roshtein,19-Sep,12020.6
24,roshtein,19-Aug,10300.08696
24,roshtein,19-Jul,7295.375
24,roshtein,19-Jun,6680.363636
24,roshtein,19-May,5647.714286
24,roshtein,19-Apr,5403
24,roshtein,19-Mar,5543.210526
24,roshtein,19-Feb,4140.125
24,roshtein,19-Jan,4549.578947
24,roshtein,18-Dec,5063.058824
24,roshtein,18-Nov,4487.95
24,roshtein,18-Oct,4231.1
24,roshtein,18-Sep,3791.04
24,roshtein,18-Aug,3214.85
24,roshtein,18-Jul,2792.5
24,roshtein,18-Jun,1987
24,roshtein,18-May,1678.461538
24,roshtein,18-Apr,1929.947368
24,roshtein,18-Mar,1549.583333
24,roshtein,17-Dec,1433.166667
24,roshtein,17-Nov,1439.8
24,roshtein,17-Sep,1026.357143
24,roshtein,17-Aug,1078.272727
24,roshtein,17-Jul,676.56
24,roshtein,17-Jun,459
24,roshtein,17-May,652.25
24,roshtein,17-Apr,666.1935484
24,roshtein,17-Mar,418.5333333
24,roshtein,17-Feb,272
24,roshtein,17-Jan,200.8461538
24,roshtein,16-Dec,243.75
24,roshtein,16-Nov,190.7692308
24,roshtein,16-Oct,223.6
24,roshtein,16-Sep,159.6521739
24,roshtein,16-Aug,105
24,roshtein,16-Jul,158.7777778
24,roshtein,16-Jun,92.25
24,roshtein,16-May,115.2222222
24,roshtein,16-Apr,113.8823529
24,roshtein,16-Mar,116
24,roshtein,16-Feb,50.64285714
25,hanryang1125,21-Mar,13639.58333
25,hanryang1125,21-Feb,15237.42857
25,hanryang1125,21-Jan,15556.07692
25,hanryang1125,20-Dec,15197.17391
25,hanryang1125,20-Nov,13288.08
25,hanryang1125,20-Oct,14690.95833
25,hanryang1125,20-Sep,16189.47826
25,hanryang1125,20-Aug,14946.625
25,hanryang1125,20-Jul,12955.42857
25,hanryang1125,20-Jun,12360.41667
25,hanryang1125,20-May,12407.24138
25,hanryang1125,20-Apr,12460.18519
25,hanryang1125,20-Mar,13418.19231
25,hanryang1125,20-Feb,12180.8
25,hanryang1125,20-Jan,11483.83333
25,hanryang1125,19-Dec,10814.03704
25,hanryang1125,19-Nov,11415.28
25,hanryang1125,19-Oct,11800.66667
25,hanryang1125,19-Sep,10999.5
25,hanryang1125,19-Aug,10893.59259
25,hanryang1125,19-Jul,10159.84615
25,hanryang1125,19-Jun,10201
25,hanryang1125,19-May,10559.57692
25,hanryang1125,19-Apr,12147.91667
25,hanryang1125,19-Mar,11089.11538
25,hanryang1125,19-Feb,10235.52174
25,hanryang1125,19-Jan,11495.92
25,hanryang1125,18-Dec,11442.38462
25,hanryang1125,18-Nov,12291
25,hanryang1125,18-Oct,11087.35714
25,hanryang1125,18-Sep,10485.08333
25,hanryang1125,18-Aug,11036.11538
25,hanryang1125,18-Jul,8145.592593
25,hanryang1125,18-Jun,10996.22222
25,hanryang1125,18-May,10636.04348
25,hanryang1125,18-Apr,10831.16
25,hanryang1125,18-Mar,9857.62963
25,hanryang1125,18-Feb,9766.285714
25,hanryang1125,18-Jan,10269.10714
25,hanryang1125,17-Dec,10352.46154
25,hanryang1125,17-Nov,10100.88889
25,hanryang1125,17-Oct,6030.142857
25,hanryang1125,17-Sep,9420.291667
25,hanryang1125,17-Aug,8463.076923
25,hanryang1125,17-Jul,7768.851852
25,hanryang1125,17-Jun,7776
25,hanryang1125,17-May,8025.36
25,hanryang1125,17-Apr,8075.777778
25,hanryang1125,17-Mar,6424.142857
25,hanryang1125,17-Feb,7554.916667
25,hanryang1125,17-Jan,7314.071429
25,hanryang1125,16-Dec,7519.461538
25,hanryang1125,16-Nov,8201.266667
25,hanryang1125,16-Oct,9998
26,riotgames,21-Mar,2010.75
26,riotgames,21-Feb,912.7083333
26,riotgames,21-Jan,5992.2
26,riotgames,20-Dec,9901.157895
26,riotgames,20-Nov,7827
26,riotgames,20-Oct,116859.1613
26,riotgames,20-Sep,48412.5
26,riotgames,20-Aug,2149.4
26,riotgames,20-Jul,1048.85
26,riotgames,20-Jun,1746.0625
26,riotgames,20-May,10389.25
26,riotgames,20-Apr,2396.041667
26,riotgames,20-Mar,2336.931034
26,riotgames,20-Feb,3237.16129
26,riotgames,20-Jan,5053
26,riotgames,19-Dec,19933.9
26,riotgames,19-Nov,85599.33333
26,riotgames,19-Oct,75686.88235
26,riotgames,19-Sep,31840.28
26,riotgames,19-Aug,47322.59259
26,riotgames,19-Jul,29777.75
26,riotgames,19-Jun,47285.44
26,riotgames,19-May,45345.42424
26,riotgames,19-Apr,36632.75
26,riotgames,19-Mar,48313.35484
26,riotgames,19-Feb,48292.16667
26,riotgames,19-Jan,54964.27273
26,riotgames,18-Dec,55057.33333
26,riotgames,18-Nov,30798.6
26,riotgames,18-Oct,91626.16216
26,riotgames,18-Sep,43283.88
26,riotgames,18-Aug,46667.31818
26,riotgames,18-Jul,51187.72222
26,riotgames,18-Jun,38018.28571
26,riotgames,18-May,37284.64286
26,riotgames,18-Apr,31042.04545
26,riotgames,18-Mar,48844.36
26,riotgames,18-Feb,67852.35714
26,riotgames,18-Jan,74685.66667
26,riotgames,17-Dec,77724.75
26,riotgames,17-Nov,101435
26,riotgames,17-Oct,90514.67857
26,riotgames,17-Sep,52186.53846
26,riotgames,17-Jul,106829.25
26,riotgames,17-May,96617.5625
26,riotgames,17-Apr,20614.18182
26,riotgames,17-Mar,1567
26,riotgames,17-Feb,1983
26,riotgames,17-Jan,2299
26,riotgames,16-Dec,35042.53846
26,riotgames,16-Nov,7004.75
26,riotgames,16-Oct,102045.8
26,riotgames,16-Sep,67659.2
26,riotgames,16-Aug,4830.105263
26,riotgames,16-Jul,962.3
26,riotgames,16-Jun,1329.2
26,riotgames,16-May,52789.16667
26,riotgames,16-Apr,67756.5
26,riotgames,16-Mar,50728.05405
26,riotgames,16-Feb,81031.82857
26,riotgames,16-Jan,91671.93333
26,riotgames,15-Dec,85408.125
26,riotgames,15-Nov,38661.75
26,riotgames,15-Oct,141714.5
26,riotgames,15-Sep,39922.66667
26,riotgames,15-Aug,92139.25
26,riotgames,15-Jul,80931.66667
27,dota2ruhub,21-Mar,9717.15
27,dota2ruhub,21-Feb,2239.892857
27,dota2ruhub,21-Jan,2410.263158
27,dota2ruhub,20-Dec,19933.23529
27,dota2ruhub,20-Nov,14217.1875
27,dota2ruhub,20-Oct,2689
27,dota2ruhub,20-Sep,9504.205882
27,dota2ruhub,20-Aug,11963.16129
27,dota2ruhub,20-Jul,10513.11765
27,dota2ruhub,20-Jun,10765.77778
27,dota2ruhub,20-May,10449.69565
27,dota2ruhub,20-Apr,6298.322581
27,dota2ruhub,20-Mar,11380.1
27,dota2ruhub,20-Feb,12755.27273
27,dota2ruhub,19-Dec,3159
27,dota2ruhub,19-Nov,26240.31579
27,dota2ruhub,19-Oct,23595.30435
27,dota2ruhub,19-Sep,2510
27,dota2ruhub,19-Aug,2694.5
27,dota2ruhub,19-Jul,9648.833333
27,dota2ruhub,19-Jun,52347.42857
27,dota2ruhub,19-May,44084.88235
27,dota2ruhub,19-Apr,10556.125
27,dota2ruhub,19-Mar,8766.461538
27,dota2ruhub,19-Feb,15989.09091
27,dota2ruhub,19-Jan,5513.666667
27,dota2ruhub,18-Dec,12565.4
27,dota2ruhub,18-Nov,8407.95
27,dota2ruhub,18-Oct,32674.5
27,dota2ruhub,18-Sep,5932.166667
27,dota2ruhub,18-Aug,2091.090909
27,dota2ruhub,18-Jul,10067.5
27,dota2ruhub,18-Jun,15542.2
27,dota2ruhub,18-May,21349.05882
27,dota2ruhub,18-Apr,11498.25
27,dota2ruhub,18-Mar,9550.225806
27,dota2ruhub,18-Feb,19822.03846
27,dota2ruhub,18-Jan,12166.71429
27,dota2ruhub,17-Dec,20882.2
27,dota2ruhub,17-Nov,8914.866667
27,dota2ruhub,17-Oct,11849.1
27,dota2ruhub,17-Sep,10514.25806
27,dota2ruhub,17-Aug,1811
27,dota2ruhub,17-Jul,6314.473684
27,dota2ruhub,17-Jun,26072.7
27,dota2ruhub,17-May,10983.92308
27,dota2ruhub,17-Apr,10013.12
27,dota2ruhub,17-Mar,9245.969697
27,dota2ruhub,17-Feb,13989.42857
27,dota2ruhub,17-Jan,1719.285714
27,dota2ruhub,16-Dec,3591.5625
27,dota2ruhub,16-Nov,6099.113208
27,dota2ruhub,16-Oct,6973.432432
27,dota2ruhub,16-Sep,4300.87234
27,dota2ruhub,16-Aug,1272.5
27,dota2ruhub,16-Jul,2851.538462
27,dota2ruhub,16-Jun,7305
27,dota2ruhub,16-May,22549.48387
27,dota2ruhub,16-Apr,12037.85714
27,dota2ruhub,16-Mar,7962.242424
27,dota2ruhub,16-Feb,14149.35
27,dota2ruhub,16-Jan,5497.833333
27,dota2ruhub,15-Dec,12948.65217
27,dota2ruhub,15-Nov,8582.482759
27,dota2ruhub,15-Oct,11431.17308
27,dota2ruhub,15-Sep,8516.054545
28,cohhcarnage,21-Mar,8895.472222
28,cohhcarnage,21-Feb,10690.8254
28,cohhcarnage,21-Jan,8184.142857
28,cohhcarnage,20-Dec,11268.14754
28,cohhcarnage,20-Nov,8729.698413
28,cohhcarnage,20-Oct,9765.166667
28,cohhcarnage,20-Sep,9516.796875
28,cohhcarnage,20-Aug,10152.47541
28,cohhcarnage,20-Jul,10081.50769
28,cohhcarnage,20-Jun,9853.05
28,cohhcarnage,20-May,9269.728571
28,cohhcarnage,20-Apr,9757.060606
28,cohhcarnage,20-Mar,9627.916667
28,cohhcarnage,20-Feb,9580.686275
28,cohhcarnage,20-Jan,9407.66
