rank,streamer,stream_start,avg_avg_viewers
1,xqcow,14-Mar-21,67543
1,xqcow,7-Mar-21,67435.625
1,xqcow,28-Feb-21,73299.33333
1,xqcow,21-Feb-21,66963.66667
1,xqcow,14-Feb-21,69796.71429
1,xqcow,7-Feb-21,65614.85714
1,xqcow,31-Jan-21,63093.28571
1,xqcow,24-Jan-21,54643.66667
1,xqcow,17-Jan-21,53397.28571
1,xqcow,10-Jan-21,70290.28571
1,xqcow,3-Jan-21,97170.66667
1,xqcow,27-Dec-20,86625.71429
1,xqcow,20-Dec-20,61923.14286
1,xqcow,13-Dec-20,59910.71429
1,xqcow,6-Dec-20,68326.125
1,xqcow,29-Nov-20,65181.42857
1,xqcow,22-Nov-20,65801.5
1,xqcow,15-Nov-20,50190
1,xqcow,8-Nov-20,58742.33333
1,xqcow,1-Nov-20,56871.14286
1,xqcow,25-Oct-20,50316.5
1,xqcow,18-Oct-20,51225.85714
1,xqcow,11-Oct-20,49114.57143
1,xqcow,4-Oct-20,52688.42857
1,xqcow,27-Sep-20,55779.71429
1,xqcow,20-Sep-20,55864.85714
1,xqcow,13-Sep-20,61049.42857
1,xqcow,6-Sep-20,47919.75
1,xqcow,30-Aug-20,41769.83333
1,xqcow,23-Aug-20,39639.71429
1,xqcow,16-Aug-20,39927.16667
1,xqcow,9-Aug-20,44660.71429
1,xqcow,2-Aug-20,41417.16667
1,xqcow,26-Jul-20,37517
1,xqcow,19-Jul-20,37307
1,xqcow,12-Jul-20,35556.57143
1,xqcow,5-Jul-20,37800.28571
1,xqcow,28-Jun-20,43557.85714
1,xqcow,21-Jun-20,30955
1,xqcow,14-Jun-20,31188.14286
1,xqcow,7-Jun-20,31806.83333
1,xqcow,31-May-20,29763.14286
1,xqcow,24-May-20,33279.66667
1,xqcow,17-May-20,30708.14286
1,xqcow,10-May-20,32510.57143
1,xqcow,3-May-20,29969.6
1,xqcow,26-Apr-20,31523.14286
1,xqcow,19-Apr-20,26545.14286
1,xqcow,12-Apr-20,40957.5
1,xqcow,5-Apr-20,81113.71429
1,xqcow,29-Mar-20,31976.66667
1,xqcow,22-Mar-20,24437
1,xqcow,15-Mar-20,20304.14286
1,xqcow,8-Mar-20,20499.42857
1,xqcow,1-Mar-20,21229.8
1,xqcow,23-Feb-20,21535.85714
1,xqcow,16-Feb-20,18610.75
1,xqcow,9-Feb-20,19763.57143
1,xqcow,2-Feb-20,17683.71429
1,xqcow,26-Jan-20,17929.14286
1,xqcow,19-Jan-20,18366.16667
1,xqcow,12-Jan-20,22177
1,xqcow,5-Jan-20,19932.28571
1,xqcow,29-Dec-19,23267.25
1,xqcow,22-Dec-19,27143.85714
1,xqcow,15-Dec-19,26622.14286
1,xqcow,8-Dec-19,23327
1,xqcow,1-Dec-19,22458.14286
1,xqcow,24-Nov-19,23111.14286
1,xqcow,17-Nov-19,20555.85714
1,xqcow,10-Nov-19,23331
1,xqcow,3-Nov-19,20323.16667
1,xqcow,27-Oct-19,21599.55556
1,xqcow,20-Oct-19,15454.22222
1,xqcow,13-Oct-19,19731.5
1,xqcow,6-Oct-19,19797.71429
1,xqcow,29-Sep-19,19133.42857
1,xqcow,22-Sep-19,25490.16667
1,xqcow,15-Sep-19,21312.57143
1,xqcow,8-Sep-19,17687.75
1,xqcow,1-Sep-19,18579.57143
1,xqcow,25-Aug-19,18630
1,xqcow,18-Aug-19,19035.71429
1,xqcow,11-Aug-19,19094.85714
1,xqcow,4-Aug-19,21949
1,xqcow,28-Jul-19,21379.28571
1,xqcow,21-Jul-19,19864.42857
1,xqcow,14-Jul-19,18766
1,xqcow,7-Jul-19,14438.57143
1,xqcow,30-Jun-19,15978
1,xqcow,23-Jun-19,14685.16667
1,xqcow,16-Jun-19,17424.42857
1,xqcow,9-Jun-19,17841.125
1,xqcow,2-Jun-19,15409.14286
1,xqcow,26-May-19,14221.71429
1,xqcow,19-May-19,13188.28571
1,xqcow,12-May-19,13967.33333
1,xqcow,5-May-19,13241
1,xqcow,28-Apr-19,13542.42857
1,xqcow,21-Apr-19,14460.28571
1,xqcow,14-Apr-19,14619.8
1,xqcow,7-Apr-19,12441.14286
1,xqcow,31-Mar-19,10270.33333
1,xqcow,24-Mar-19,10450.375
1,xqcow,17-Mar-19,11112
1,xqcow,10-Mar-19,13607.22222
1,xqcow,3-Mar-19,14495.66667
1,xqcow,24-Feb-19,15075.14286
1,xqcow,17-Feb-19,14528.57143
1,xqcow,10-Feb-19,14789.16667
1,xqcow,3-Feb-19,14177.33333
1,xqcow,27-Jan-19,15679
1,xqcow,20-Jan-19,15674.66667
1,xqcow,13-Jan-19,17747.42857
1,xqcow,6-Jan-19,17961.42857
1,xqcow,30-Dec-18,15510.71429
1,xqcow,23-Dec-18,13311.375
1,xqcow,16-Dec-18,14662.625
1,xqcow,9-Dec-18,14203.14286
1,xqcow,2-Dec-18,13548.85714
1,xqcow,25-Nov-18,16505
1,xqcow,18-Nov-18,17144.28571
1,xqcow,11-Nov-18,14529.42857
1,xqcow,4-Nov-18,13441.33333
1,xqcow,28-Oct-18,13615
1,xqcow,21-Oct-18,9043.833333
1,xqcow,14-Oct-18,8758.625
1,xqcow,7-Oct-18,9510.714286
1,xqcow,30-Sep-18,9638.571429
1,xqcow,23-Sep-18,9445.428571
1,xqcow,16-Sep-18,7592.142857
1,xqcow,9-Sep-18,7778.555556
1,xqcow,2-Sep-18,8334.8
1,xqcow,26-Aug-18,8784.9
1,xqcow,19-Aug-18,9122.1
1,xqcow,12-Aug-18,8894.75
1,xqcow,5-Aug-18,9668.5
1,xqcow,29-Jul-18,9512.666667
1,xqcow,22-Jul-18,9084
1,xqcow,15-Jul-18,8953.428571
1,xqcow,8-Jul-18,9731
1,xqcow,1-Jul-18,9283.571429
1,xqcow,24-Jun-18,8529
1,xqcow,17-Jun-18,6370.555556
1,xqcow,10-Jun-18,5691.333333
1,xqcow,3-Jun-18,6339.625
1,xqcow,27-May-18,5773.333333
1,xqcow,20-May-18,6289.666667
1,xqcow,13-May-18,7208
1,xqcow,6-May-18,7240.375
1,xqcow,29-Apr-18,8075
1,xqcow,22-Apr-18,6605
1,xqcow,15-Apr-18,7616.444444
1,xqcow,8-Apr-18,8110.8
1,xqcow,1-Apr-18,8949
1,xqcow,25-Mar-18,7840.75
1,xqcow,18-Mar-18,7386.625
1,xqcow,11-Mar-18,8093.625
1,xqcow,4-Mar-18,7707.857143
1,xqcow,25-Feb-18,6885.75
1,xqcow,18-Feb-18,7436.5
1,xqcow,11-Feb-18,8377.714286
1,xqcow,4-Feb-18,7387.125
1,xqcow,28-Jan-18,6965.333333
1,xqcow,21-Jan-18,7071.875
1,xqcow,14-Jan-18,6849
1,xqcow,7-Jan-18,5720
1,xqcow,31-Dec-17,6084.5
1,xqcow,24-Dec-17,6264.833333
1,xqcow,17-Dec-17,5051.5
1,xqcow,10-Dec-17,4613.714286
1,xqcow,3-Dec-17,3850.333333
1,xqcow,26-Nov-17,4691.857143
1,xqcow,19-Nov-17,5931.666667
1,xqcow,12-Nov-17,5028.5
1,xqcow,5-Nov-17,5207.333333
1,xqcow,29-Oct-17,2514.2
1,xqcow,22-Oct-17,4766.714286
1,xqcow,15-Oct-17,4240.428571
1,xqcow,8-Oct-17,3197
1,xqcow,1-Oct-17,3198.857143
1,xqcow,24-Sep-17,2993.285714
1,xqcow,17-Sep-17,3055.375
1,xqcow,10-Sep-17,3115.428571
1,xqcow,3-Sep-17,3263.714286
1,xqcow,27-Aug-17,2243.571429
1,xqcow,20-Aug-17,2374.666667
1,xqcow,13-Aug-17,1775.875
1,xqcow,6-Aug-17,1799.4
1,xqcow,30-Jul-17,690.1666667
1,xqcow,23-Jul-17,1865.428571
1,xqcow,16-Jul-17,1370.555556
1,xqcow,9-Jul-17,1460.888889
1,xqcow,2-Jul-17,1405.5
1,xqcow,25-Jun-17,1802.333333
1,xqcow,18-Jun-17,1343.75
1,xqcow,11-Jun-17,1274.2
1,xqcow,4-Jun-17,953.4
1,xqcow,28-May-17,639
1,xqcow,21-May-17,851.25
1,xqcow,14-May-17,1431.666667
1,xqcow,7-May-17,1276.111111
1,xqcow,30-Apr-17,1392.375
1,xqcow,23-Apr-17,953.7142857
1,xqcow,16-Apr-17,1520.333333
1,xqcow,9-Apr-17,1546
1,xqcow,2-Apr-17,1445.571429
1,xqcow,26-Mar-17,1097.875
1,xqcow,19-Mar-17,1490.166667
1,xqcow,12-Mar-17,1258.142857
1,xqcow,5-Mar-17,908.8571429
1,xqcow,26-Feb-17,542.1428571
1,xqcow,19-Feb-17,362.5
1,xqcow,12-Feb-17,606.3333333
1,xqcow,5-Feb-17,551.8
1,xqcow,29-Jan-17,260.625
1,xqcow,22-Jan-17,305
1,xqcow,15-Jan-17,249
1,xqcow,8-Jan-17,263.3333333
1,xqcow,1-Jan-17,275.875
1,xqcow,25-Dec-16,502.5714286
1,xqcow,18-Dec-16,157.8333333
1,xqcow,11-Dec-16,90.5
1,xqcow,4-Dec-16,45.66666667
1,xqcow,27-Nov-16,24
1,xqcow,20-Nov-16,30
1,xqcow,13-Nov-16,28.83333333
1,xqcow,6-Nov-16,29.25
1,xqcow,30-Oct-16,13.5
1,xqcow,23-Oct-16,21.8
1,xqcow,16-Oct-16,17.25
1,xqcow,9-Oct-16,15.66666667
1,xqcow,2-Oct-16,13
1,xqcow,25-Sep-16,15
1,xqcow,18-Sep-16,11.75
1,xqcow,11-Sep-16,13
1,xqcow,4-Sep-16,10
1,xqcow,28-Aug-16,8.666666667
1,xqcow,21-Aug-16,12
1,xqcow,14-Aug-16,17.5
1,xqcow,7-Aug-16,17.33333333
1,xqcow,31-Jul-16,10
1,xqcow,24-Jul-16,11.5
1,xqcow,17-Jul-16,15.75
1,xqcow,10-Jul-16,9
1,xqcow,26-Jun-16,411
1,xqcow,19-Jun-16,18.66666667
1,xqcow,12-Jun-16,8
1,xqcow,5-Jun-16,64
1,xqcow,29-May-16,48
1,xqcow,22-May-16,56.16666667
1,xqcow,15-May-16,99.5
1,xqcow,8-May-16,90.85714286
1,xqcow,1-May-16,84.16666667
1,xqcow,24-Apr-16,110.6666667
1,xqcow,17-Apr-16,71.375
1,xqcow,10-Apr-16,45.55555556
1,xqcow,3-Apr-16,41
1,xqcow,27-Mar-16,21.33333333
1,xqcow,20-Mar-16,16.16666667
1,xqcow,13-Mar-16,16
1,xqcow,6-Mar-16,19.5
1,xqcow,28-Feb-16,24.66666667
1,xqcow,21-Feb-16,18
1,xqcow,14-Feb-16,14.83333333
1,xqcow,7-Feb-16,17.5
1,xqcow,31-Jan-16,16.25
1,xqcow,24-Jan-16,23
1,xqcow,17-Jan-16,26
1,xqcow,29-Nov-15,22.66666667
1,xqcow,8-Nov-15,5
1,xqcow,1-Nov-15,15.5
1,xqcow,25-Oct-15,14
1,xqcow,18-Oct-15,6.5
1,xqcow,11-Oct-15,12.5
1,xqcow,20-Sep-15,4
1,xqcow,13-Sep-15,4.5
1,xqcow,6-Sep-15,12.5
1,xqcow,30-Aug-15,15.6
1,xqcow,23-Aug-15,11.66666667
1,xqcow,16-Aug-15,10.77777778
1,xqcow,9-Aug-15,17
1,xqcow,2-Aug-15,14
1,xqcow,26-Jul-15,22.2
1,xqcow,19-Jul-15,24.7
2,gaules,14-Mar-21,16322
2,gaules,7-Mar-21,19903.5
2,gaules,28-Feb-21,12141.75
2,gaules,21-Feb-21,8831
2,gaules,14-Feb-21,34823.75
2,gaules,7-Feb-21,21165.5
2,gaules,31-Jan-21,14537.5
2,gaules,24-Jan-21,12082
2,gaules,17-Jan-21,26295.2
2,gaules,10-Jan-21,8216.333333
2,gaules,3-Jan-21,10107.5
2,gaules,27-Dec-20,11798.8
2,gaules,20-Dec-20,13734
2,gaules,13-Dec-20,14145.71429
2,gaules,6-Dec-20,20926.33333
2,gaules,29-Nov-20,21694
2,gaules,22-Nov-20,22889.66667
2,gaules,15-Nov-20,13538.33333
2,gaules,8-Nov-20,15875.25
2,gaules,1-Nov-20,35896.71429
2,gaules,25-Oct-20,13333.66667
2,gaules,18-Oct-20,15873
2,gaules,11-Oct-20,18065.2
2,gaules,4-Oct-20,17367.16667
2,gaules,27-Sep-20,16448.28571
2,gaules,20-Sep-20,17649.5
2,gaules,13-Sep-20,15238.42857
2,gaules,6-Sep-20,11904
2,gaules,30-Aug-20,11085.66667
2,gaules,23-Aug-20,11352
2,gaules,16-Aug-20,16584
2,gaules,9-Aug-20,10101.6
2,gaules,2-Aug-20,8322.5
2,gaules,26-Jul-20,8812.8
2,gaules,19-Jul-20,7684
2,gaules,12-Jul-20,8478.2
2,gaules,5-Jul-20,9551.2
2,gaules,28-Jun-20,9938.75
2,gaules,21-Jun-20,31776.16667
2,gaules,14-Jun-20,44933.83333
2,gaules,7-Jun-20,24748.57143
2,gaules,31-May-20,41242.25
2,gaules,24-May-20,18661.5
2,gaules,17-May-20,18560.6
2,gaules,10-May-20,19521
2,gaules,3-May-20,28668
2,gaules,26-Apr-20,17540
2,gaules,19-Apr-20,19666.2
2,gaules,12-Apr-20,9740
2,gaules,5-Apr-20,12514.66667
2,gaules,29-Mar-20,20992.28571
2,gaules,22-Mar-20,13383.33333
2,gaules,15-Mar-20,10437.66667
2,gaules,8-Mar-20,5501.5
2,gaules,1-Mar-20,9359.5
2,gaules,23-Feb-20,10699.5
2,gaules,16-Feb-20,6396
2,gaules,9-Feb-20,4810
2,gaules,2-Feb-20,6595
2,gaules,26-Jan-20,5766
2,gaules,19-Jan-20,1936
2,gaules,12-Jan-20,1939.5
2,gaules,5-Jan-20,3463.75
2,gaules,29-Dec-19,2973.5
2,gaules,22-Dec-19,2816
2,gaules,15-Dec-19,3915
2,gaules,8-Dec-19,2760
2,gaules,1-Dec-19,6446
2,gaules,24-Nov-19,3837.333333
2,gaules,17-Nov-19,6335.333333
2,gaules,10-Nov-19,4651.5
2,gaules,27-Oct-19,4533.833333
2,gaules,20-Oct-19,10629.33333
2,gaules,13-Oct-19,5330.75
2,gaules,6-Oct-19,9044.25
2,gaules,29-Sep-19,6261.5
2,gaules,22-Sep-19,3663.75
2,gaules,15-Sep-19,5527.75
2,gaules,8-Sep-19,18910.5
2,gaules,1-Sep-19,7648.5
2,gaules,25-Aug-19,12938.5
2,gaules,18-Aug-19,11901.6
2,gaules,11-Aug-19,4077.25
2,gaules,4-Aug-19,3772
2,gaules,28-Jul-19,5186.25
2,gaules,21-Jul-19,6300
2,gaules,14-Jul-19,9348
2,gaules,7-Jul-19,5636.4
2,gaules,30-Jun-19,577
2,gaules,23-Jun-19,8056
2,gaules,16-Jun-19,5779
2,gaules,2-Jun-19,3641.5
2,gaules,26-May-19,3376.5
2,gaules,19-May-19,3378
2,gaules,12-May-19,3587.666667
2,gaules,5-May-19,2217
2,gaules,28-Apr-19,2677
2,gaules,21-Apr-19,8816.5
2,gaules,14-Apr-19,6521.6
2,gaules,7-Apr-19,26370.66667
2,gaules,31-Mar-19,5933.666667
2,gaules,24-Mar-19,6801
2,gaules,17-Mar-19,10715.83333
2,gaules,3-Mar-19,5821.5
2,gaules,24-Feb-19,11588.33333
2,gaules,17-Feb-19,13008.75
2,gaules,10-Feb-19,7862.666667
2,gaules,3-Feb-19,3362
2,gaules,27-Jan-19,4631.5
2,gaules,20-Jan-19,2843.4
2,gaules,13-Jan-19,3146.857143
2,gaules,6-Jan-19,2736.714286
2,gaules,30-Dec-18,4481
2,gaules,23-Dec-18,1693.5
2,gaules,16-Dec-18,2491.142857
2,gaules,9-Dec-18,5231.25
2,gaules,2-Dec-18,3105.666667
2,gaules,25-Nov-18,1924
2,gaules,18-Nov-18,3998.5
2,gaules,11-Nov-18,2205.5
2,gaules,4-Nov-18,1866.375
2,gaules,28-Oct-18,3270.857143
2,gaules,21-Oct-18,2032.5
2,gaules,14-Oct-18,2166.125
2,gaules,7-Oct-18,1742
2,gaules,30-Sep-18,3962.8
2,gaules,23-Sep-18,3194.714286
2,gaules,16-Sep-18,6921.666667
2,gaules,9-Sep-18,7892.333333
2,gaules,2-Sep-18,3683
2,gaules,26-Aug-18,2465.666667
2,gaules,19-Aug-18,3049.4
2,gaules,12-Aug-18,2540.8
2,gaules,5-Aug-18,2758
2,gaules,29-Jul-18,3096.5
2,gaules,22-Jul-18,2854.666667
2,gaules,15-Jul-18,2506
2,gaules,8-Jul-18,3044
2,gaules,1-Jul-18,3451.111111
2,gaules,24-Jun-18,3257.714286
2,gaules,17-Jun-18,1943
2,gaules,10-Jun-18,1977.5
2,gaules,3-Jun-18,1589.7
2,gaules,27-May-18,2112
2,gaules,20-May-18,1806.8
2,gaules,13-May-18,1623.5
2,gaules,6-May-18,1576.285714
2,gaules,29-Apr-18,1587.3
2,gaules,22-Apr-18,1490.181818
2,gaules,15-Apr-18,1317.333333
2,gaules,8-Apr-18,937.5
2,gaules,1-Apr-18,646.1
2,gaules,25-Mar-18,549.8571429
2,gaules,18-Mar-18,356.1666667
2,gaules,11-Mar-18,209.8
2,gaules,4-Mar-18,285.5
2,gaules,25-Feb-18,206.8333333
2,gaules,18-Feb-18,224.625
2,gaules,11-Feb-18,167.1111111
2,gaules,4-Feb-18,166.8571429
2,gaules,28-Jan-18,120.5
2,gaules,21-Jan-18,118
2,gaules,14-Jan-18,55.33333333
2,gaules,7-Jan-18,148.5555556
2,gaules,31-Dec-17,38.66666667
3,summit1g,14-Mar-21,39595.2
3,summit1g,7-Mar-21,39022
3,summit1g,28-Feb-21,39395.5
3,summit1g,21-Feb-21,39084.33333
3,summit1g,14-Feb-21,35957.8
3,summit1g,7-Feb-21,25084.5
3,summit1g,31-Jan-21,25429.71429
3,summit1g,24-Jan-21,27935.5
3,summit1g,17-Jan-21,30760.66667
3,summit1g,10-Jan-21,27488.14286
3,summit1g,3-Jan-21,28795
3,summit1g,27-Dec-20,31674.875
3,summit1g,20-Dec-20,22160
3,summit1g,13-Dec-20,19744.6
3,summit1g,6-Dec-20,21613
3,summit1g,29-Nov-20,16590.28571
3,summit1g,22-Nov-20,14088.66667
3,summit1g,15-Nov-20,12049.83333
3,summit1g,8-Nov-20,15834.28571
3,summit1g,1-Nov-20,14947.8
3,summit1g,25-Oct-20,14262.5
3,summit1g,18-Oct-20,15887.83333
3,summit1g,11-Oct-20,15641.28571
3,summit1g,4-Oct-20,13717.125
3,summit1g,27-Sep-20,18001.5
3,summit1g,20-Sep-20,19781.71429
3,summit1g,13-Sep-20,17748.83333
3,summit1g,6-Sep-20,22110.28571
3,summit1g,30-Aug-20,21920.14286
3,summit1g,23-Aug-20,18787
3,summit1g,16-Aug-20,16077.625
3,summit1g,9-Aug-20,13817.125
3,summit1g,2-Aug-20,14094.14286
3,summit1g,26-Jul-20,10760.28571
3,summit1g,19-Jul-20,13416.71429
3,summit1g,12-Jul-20,14105.85714
3,summit1g,5-Jul-20,17584.875
3,summit1g,28-Jun-20,17588.42857
3,summit1g,21-Jun-20,25039
3,summit1g,14-Jun-20,19939.42857
3,summit1g,7-Jun-20,18102.5
3,summit1g,31-May-20,21838.85714
3,summit1g,24-May-20,20451.75
3,summit1g,17-May-20,20186.42857
3,summit1g,10-May-20,25488.28571
3,summit1g,3-May-20,29953.42857
3,summit1g,26-Apr-20,26572.33333
3,summit1g,19-Apr-20,43954.85714
3,summit1g,12-Apr-20,108997.5
3,summit1g,5-Apr-20,149998.7143
3,summit1g,29-Mar-20,36887.83333
3,summit1g,22-Mar-20,27229.83333
3,summit1g,15-Mar-20,30375.25
3,summit1g,8-Mar-20,30891
3,summit1g,1-Mar-20,28564.57143
3,summit1g,23-Feb-20,29789.85714
3,summit1g,16-Feb-20,29719.75
3,summit1g,9-Feb-20,32143.83333
3,summit1g,2-Feb-20,29156
3,summit1g,26-Jan-20,26568.6
3,summit1g,19-Jan-20,30361.14286
3,summit1g,12-Jan-20,25292.75
3,summit1g,5-Jan-20,18283.85714
3,summit1g,29-Dec-19,14841.42857
3,summit1g,22-Dec-19,13883.33333
3,summit1g,15-Dec-19,8531.875
3,summit1g,8-Dec-19,11750.75
3,summit1g,1-Dec-19,13742.83333
3,summit1g,24-Nov-19,13497.16667
3,summit1g,17-Nov-19,14942
3,summit1g,10-Nov-19,15189.16667
3,summit1g,3-Nov-19,14892.33333
3,summit1g,27-Oct-19,17678.14286
3,summit1g,20-Oct-19,13472.27273
3,summit1g,13-Oct-19,14033.55556
3,summit1g,6-Oct-19,11734.33333
3,summit1g,29-Sep-19,12793
3,summit1g,22-Sep-19,12329.4
3,summit1g,15-Sep-19,10486.5
3,summit1g,8-Sep-19,10702.44444
3,summit1g,1-Sep-19,21205.5
3,summit1g,25-Aug-19,23463.85714
3,summit1g,18-Aug-19,27601.5
3,summit1g,11-Aug-19,19438
3,summit1g,4-Aug-19,16861.16667
3,summit1g,28-Jul-19,18648.8
3,summit1g,21-Jul-19,13888.42857
3,summit1g,14-Jul-19,9508.5
3,summit1g,7-Jul-19,11334.6
3,summit1g,30-Jun-19,10875.5
3,summit1g,23-Jun-19,7918.333333
3,summit1g,16-Jun-19,7442.571429
3,summit1g,9-Jun-19,11103.625
3,summit1g,2-Jun-19,8513.4
3,summit1g,26-May-19,11998.66667
3,summit1g,19-May-19,20729.66667
3,summit1g,12-May-19,20713.8
3,summit1g,5-May-19,16420.85714
3,summit1g,28-Apr-19,14167.83333
3,summit1g,21-Apr-19,23302.42857
3,summit1g,14-Apr-19,35246
3,summit1g,7-Apr-19,41399
3,summit1g,31-Mar-19,43493.16667
3,summit1g,24-Mar-19,48218.75
3,summit1g,17-Mar-19,49536.16667
3,summit1g,10-Mar-19,43689.28571
3,summit1g,3-Mar-19,20549
3,summit1g,24-Feb-19,18968.14286
3,summit1g,17-Feb-19,16033.42857
3,summit1g,10-Feb-19,22217.2
3,summit1g,3-Feb-19,29905.71429
3,summit1g,27-Jan-19,35502.5
3,summit1g,20-Jan-19,38177.16667
3,summit1g,13-Jan-19,39560
3,summit1g,6-Jan-19,29371.5
3,summit1g,30-Dec-18,36315.85714
3,summit1g,23-Dec-18,25645.14286
3,summit1g,16-Dec-18,20200.42857
3,summit1g,9-Dec-18,15648.66667
3,summit1g,2-Dec-18,12097.71429
3,summit1g,25-Nov-18,12399.5
3,summit1g,18-Nov-18,12778
3,summit1g,11-Nov-18,12875.2
3,summit1g,4-Nov-18,9481.4
3,summit1g,28-Oct-18,13186.25
3,summit1g,21-Oct-18,15645.2
3,summit1g,14-Oct-18,15028.6
3,summit1g,7-Oct-18,10255.57143
3,summit1g,30-Sep-18,9240.2
3,summit1g,23-Sep-18,10532
3,summit1g,16-Sep-18,13234.25
3,summit1g,9-Sep-18,9204.6
3,summit1g,2-Sep-18,12341
3,summit1g,26-Aug-18,12227
3,summit1g,19-Aug-18,9871
3,summit1g,12-Aug-18,12126
3,summit1g,5-Aug-18,11208.5
3,summit1g,29-Jul-18,14093.8
3,summit1g,22-Jul-18,15231.14286
3,summit1g,15-Jul-18,13345.14286
3,summit1g,8-Jul-18,13726.28571
3,summit1g,1-Jul-18,13379.33333
3,summit1g,24-Jun-18,10465
3,summit1g,17-Jun-18,13872
3,summit1g,10-Jun-18,19640.28571
3,summit1g,3-Jun-18,17258.8
3,summit1g,27-May-18,14041.33333
3,summit1g,20-May-18,16332.11111
3,summit1g,13-May-18,17743.33333
3,summit1g,6-May-18,14094.66667
3,summit1g,29-Apr-18,15556.6
3,summit1g,22-Apr-18,15058
3,summit1g,15-Apr-18,14361.66667
3,summit1g,8-Apr-18,17624.8
3,summit1g,1-Apr-18,28349.66667
3,summit1g,25-Mar-18,17213.25
3,summit1g,18-Mar-18,26898
3,summit1g,11-Mar-18,19998.25
3,summit1g,4-Mar-18,14897.6
3,summit1g,25-Feb-18,31624.66667
3,summit1g,18-Feb-18,19955.16667
3,summit1g,11-Feb-18,31648.75
3,summit1g,4-Feb-18,20899
3,summit1g,28-Jan-18,35423.6
3,summit1g,21-Jan-18,41400.5
3,summit1g,14-Jan-18,24029.33333
3,summit1g,7-Jan-18,18827.28571
3,summit1g,31-Dec-17,19783.5
3,summit1g,24-Dec-17,25420
3,summit1g,17-Dec-17,17430.28571
3,summit1g,10-Dec-17,23883.5
3,summit1g,3-Dec-17,23997.33333
3,summit1g,26-Nov-17,24390.5
3,summit1g,19-Nov-17,21292.71429
3,summit1g,12-Nov-17,14821.375
3,summit1g,5-Nov-17,13802
3,summit1g,29-Oct-17,16770.42857
3,summit1g,22-Oct-17,14003.5
3,summit1g,15-Oct-17,21101.5
3,summit1g,8-Oct-17,19506
3,summit1g,1-Oct-17,20506.83333
3,summit1g,24-Sep-17,15475
3,summit1g,17-Sep-17,21442.5
3,summit1g,10-Sep-17,19743.71429
3,summit1g,3-Sep-17,18559.71429
3,summit1g,27-Aug-17,18611.14286
3,summit1g,20-Aug-17,18135.85714
3,summit1g,13-Aug-17,21229.57143
3,summit1g,6-Aug-17,21307.66667
3,summit1g,30-Jul-17,19783.83333
3,summit1g,23-Jul-17,23679.875
3,summit1g,16-Jul-17,20997.85714
3,summit1g,9-Jul-17,25903
3,summit1g,2-Jul-17,21685.33333
3,summit1g,25-Jun-17,15814.83333
3,summit1g,18-Jun-17,15539.625
3,summit1g,11-Jun-17,15548.71429
3,summit1g,4-Jun-17,17775
3,summit1g,28-May-17,19980.8
3,summit1g,21-May-17,19911.375
3,summit1g,14-May-17,22468
3,summit1g,7-May-17,24018
3,summit1g,30-Apr-17,24359.28571
3,summit1g,23-Apr-17,18233.16667
3,summit1g,16-Apr-17,25683.71429
3,summit1g,9-Apr-17,20989.28571
3,summit1g,2-Apr-17,29514.42857
3,summit1g,26-Mar-17,37838.375
3,summit1g,19-Mar-17,27184.55556
3,summit1g,12-Mar-17,18006.5
3,summit1g,5-Mar-17,19152.4
3,summit1g,26-Feb-17,21605.1
3,summit1g,19-Feb-17,18984.42857
3,summit1g,12-Feb-17,16452.28571
3,summit1g,5-Feb-17,22439.14286
3,summit1g,29-Jan-17,24563
3,summit1g,22-Jan-17,21059.28571
3,summit1g,15-Jan-17,18391.28571
3,summit1g,8-Jan-17,16979.66667
3,summit1g,1-Jan-17,19333.28571
3,summit1g,25-Dec-16,20360
3,summit1g,18-Dec-16,17046
3,summit1g,11-Dec-16,13372.5
3,summit1g,4-Dec-16,14823.14286
3,summit1g,27-Nov-16,15882.66667
3,summit1g,20-Nov-16,15644.33333
3,summit1g,13-Nov-16,13830.625
3,summit1g,6-Nov-16,15747.33333
3,summit1g,30-Oct-16,14605.8
3,summit1g,23-Oct-16,15435.4
3,summit1g,16-Oct-16,15676
3,summit1g,9-Oct-16,14487.33333
3,summit1g,2-Oct-16,13230.4
3,summit1g,25-Sep-16,13326.33333
3,summit1g,18-Sep-16,10968.8
3,summit1g,11-Sep-16,11120.28571
3,summit1g,4-Sep-16,9609.6
3,summit1g,28-Aug-16,6534.75
3,summit1g,21-Aug-16,11657.85714
3,summit1g,14-Aug-16,11641.5
3,summit1g,7-Aug-16,13225.16667
3,summit1g,31-Jul-16,10978
3,summit1g,24-Jul-16,17563.6
3,summit1g,17-Jul-16,13077.57143
3,summit1g,10-Jul-16,13652.14286
3,summit1g,3-Jul-16,15220
3,summit1g,26-Jun-16,12149
3,summit1g,19-Jun-16,10954.28571
3,summit1g,12-Jun-16,12734.83333
3,summit1g,5-Jun-16,14222.25
3,summit1g,29-May-16,15725.28571
3,summit1g,22-May-16,14552
3,summit1g,15-May-16,13047.71429
3,summit1g,8-May-16,12324.5
3,summit1g,1-May-16,13166
3,summit1g,24-Apr-16,13215.33333
3,summit1g,17-Apr-16,15405.25
3,summit1g,10-Apr-16,16886.42857
3,summit1g,3-Apr-16,18326
3,summit1g,27-Mar-16,14364.5
3,summit1g,20-Mar-16,13652.75
3,summit1g,13-Mar-16,20567.8
3,summit1g,6-Mar-16,18487.125
